dependent_feature,independent_feature,formula,error,model_type
sleep_minutesAwake_log1p_resid,zinc_plasma_or_serum_log1p,sleep_minutesAwake_log1p_resid ~ zinc_plasma_or_serum_log1p + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(any_mental_health_self_anytime_before) + C(any_sleep_disorder_self_anytime_before) + C(mental_health_gut_sleep_q_vendor) + C(clinical_vendor) + fitbit_dip_minus_clinical_dip + activities_activityCalories_resid + activities_steps_resid + activities_floors_resid + avg_stress,Independent variable has only one unique value,linear
sleep_timeInBed_log1p_resid,zinc_plasma_or_serum_log1p,sleep_timeInBed_log1p_resid ~ zinc_plasma_or_serum_log1p + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(any_mental_health_self_anytime_before) + C(any_sleep_disorder_self_anytime_before) + C(mental_health_gut_sleep_q_vendor) + C(clinical_vendor) + fitbit_dip_minus_clinical_dip + activities_activityCalories_resid + activities_steps_resid + activities_floors_resid + avg_stress,Independent variable has only one unique value,linear
sleep_minutesAwake_std_log1p_resid,zinc_plasma_or_serum_log1p,sleep_minutesAwake_std_log1p_resid ~ zinc_plasma_or_serum_log1p + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(any_mental_health_self_anytime_before) + C(any_sleep_disorder_self_anytime_before) + C(mental_health_gut_sleep_q_vendor) + C(clinical_vendor) + fitbit_dip_minus_clinical_dip + activities_activityCalories_resid + activities_steps_resid + activities_floors_resid + avg_stress,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,zinc_plasma_or_serum_log1p,sleep_timeInBed_std_log1p_resid ~ zinc_plasma_or_serum_log1p + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + C(any_mental_health_self_anytime_before) + C(any_sleep_disorder_self_anytime_before) + C(mental_health_gut_sleep_q_vendor) + C(clinical_vendor) + fitbit_dip_minus_clinical_dip + activities_activityCalories_resid + activities_steps_resid + activities_floors_resid + avg_stress,Independent variable has only one unique value,linear
