feature_set,sleep_feature,cv_id,n_test,r2
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,0,225,-0.05224995574881319
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,1,225,-0.017836982459363604
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,2,224,-0.021885499803447006
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,3,224,-0.05700324907692278
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,4,225,-0.026986509770879907
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,5,225,-0.0726262611390136
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,6,224,-0.03968479780705714
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,7,224,-0.04062643575449565
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,8,225,-0.02045481718494946
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,9,225,-0.057855748138600616
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,10,224,-0.01078631397157781
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,11,224,-0.05165340474602376
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,12,225,-0.009686089160190425
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,13,225,-0.05558510540181927
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,14,224,-0.022172382511223443
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,15,224,-0.05514497739069557
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,16,225,-0.020901070997493942
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,17,225,-0.06670618154918606
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,18,224,-0.015143223518078175
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,19,224,-0.0757832940440879
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,20,225,-0.06384572581001025
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,21,225,-0.0662370404413819
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,22,224,-0.05895721454858349
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,23,224,-0.036303169001433044
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,24,225,-0.02289730242025989
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,25,225,-0.06566582705533053
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,26,224,-0.06030304428966149
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,27,224,-0.03990711896599386
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,28,225,-0.00019212262069623343
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,29,225,-0.04073281361831538
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,30,224,-0.060005113365648066
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,31,224,-0.06085742799158189
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,32,225,-0.08000999575507062
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,33,225,-0.020456558526090296
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,34,224,0.012648884050179277
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,35,224,-0.05348049955019163
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,36,225,-0.05072095680510835
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,37,225,-0.043464036746020174
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,38,224,-0.012056699703591356
heartrate_features_resids,sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,39,224,-0.008064460278406349
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,0,368,-0.029799033366493477
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,1,367,-0.07110646153939126
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,2,367,-0.04884343296736815
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,3,367,-0.008162628779047498
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,4,368,-0.017087446713211163
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,5,367,-0.05338266281070725
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,6,367,-0.002858566023009601
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,7,367,-0.010076390477772312
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,8,368,-0.03633462036820467
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,9,367,-0.09699316376912814
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,10,367,-0.06810296946419014
heartrate_features_resids,sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,11,367,-0.00912040394540381
