sleep_feature,n_folds,n_repeats,r2_mean,r2_std,r2_ci_lower,r2_ci_upper,n_features_dropped_any_fold,n_total_drop_events,dropped_columns_any_fold
sleep_awakeDuration_log1p_resid_rf_vendor_only_resid,4,10,-0.009280958516428123,0.018286681472366232,-0.04887849724620854,0.018762998050837965,0,0,
sleep_awakeningsCount_log1p_resid_rf_vendor_only_resid,4,10,-0.0072971155994191435,0.01569013362115044,-0.040896653591496246,0.02556148771967459,0,0,
sleep_efficiency_log1p_resid_rf_vendor_only_resid,4,10,-0.09455479826472524,0.055708483373771836,-0.21062952202501195,-0.025445699593743185,0,0,
sleep_minutesAfterWakeup_log1p_resid_rf_vendor_only_resid,4,10,-0.05241170032742559,0.028483269708963938,-0.10182118538438217,-0.012397199120701074,0,0,
sleep_minutesAsleep_log1p_resid_rf_vendor_only_resid,4,10,-0.010432724665586063,0.019006785224085686,-0.04297122820864022,0.028063497972766662,0,0,
sleep_minutesAwake_log1p_resid_rf_vendor_only_resid,4,10,-0.04006426086598398,0.035616322619718595,-0.1282988133302947,0.012094776745008463,0,0,
sleep_restlessDuration_log1p_resid_rf_vendor_only_resid,4,10,-0.0313733237733778,0.025675803014889833,-0.0837708945868855,0.00936459336203325,0,0,
sleep_timeInBed_log1p_resid_rf_vendor_only_resid,4,10,-0.00553524890455159,0.05688240147610669,-0.11584272523374027,0.08275304723725936,0,0,
sleep_awakeDuration_std_log1p_resid_rf_vendor_only_resid,4,10,-0.01298582243392371,0.018677080925558618,-0.04553587421498085,0.013305718294037604,0,0,
sleep_awakeningsCount_std_log1p_resid_rf_vendor_only_resid,4,10,-0.007434901091759557,0.011158887496572003,-0.028943846059724655,0.012285458394348681,0,0,
sleep_efficiency_std_log1p_resid_rf_vendor_only_resid,4,10,-0.05870896366642361,0.03619668993799028,-0.12027430806449227,-0.0016853396847393036,0,0,
sleep_minutesAfterWakeup_std_log1p_resid_rf_vendor_only_resid,4,10,-0.030025627930260264,0.01139534073375533,-0.04753654101065363,-0.011939028053019728,0,0,
sleep_minutesAsleep_std_log1p_resid_rf_vendor_only_resid,4,10,-0.010633187477866268,0.018058409521270417,-0.04650087198071863,0.01487125842306838,0,0,
sleep_minutesAwake_std_log1p_resid_rf_vendor_only_resid,4,10,-0.06994242581999974,0.04696307123245827,-0.17750836221268065,0.003072078498270524,0,0,
sleep_restlessDuration_std_log1p_resid_rf_vendor_only_resid,4,10,-0.05453924719088492,0.04034367681401219,-0.13514747077401504,0.010544770716984382,0,0,
sleep_timeInBed_std_log1p_resid_rf_vendor_only_resid,4,10,-0.033480549831715695,0.023854130920246013,-0.0689761020160266,0.007757757987742891,0,0,
bedtime_int_log1p_resid_rf_vendor_only_resid,4,10,0.01289218120590963,0.01022047132470766,-0.0017001555010211543,0.029890243048678673,0,0,
bedtime_int_std_log1p_resid_rf_vendor_only_resid,4,10,-0.0015042365972779026,0.014430956395348684,-0.026135031197000825,0.022728430423495077,0,0,
