dependent_feature,independent_feature,formula,error,model_type
sleep_timeInBed_std_log1p_resid,metabolite_100004175_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100004175_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_100004177_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100004177_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_100006381_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100006381_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_100008943_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100008943_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_100009253_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100009253_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_100009327_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100009327_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_100015794_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100015794_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_100020243_log,sleep_timeInBed_std_log1p_resid ~ metabolite_100020243_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
sleep_timeInBed_std_log1p_resid,metabolite_999946359_log,sleep_timeInBed_std_log1p_resid ~ metabolite_999946359_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100001317_log,bedtime_int_log1p_resid ~ metabolite_100001317_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100001538_log,bedtime_int_log1p_resid ~ metabolite_100001538_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100002394_log,bedtime_int_log1p_resid ~ metabolite_100002394_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100002719_log,bedtime_int_log1p_resid ~ metabolite_100002719_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100002726_log,bedtime_int_log1p_resid ~ metabolite_100002726_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100002804_log,bedtime_int_log1p_resid ~ metabolite_100002804_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100003442_log,bedtime_int_log1p_resid ~ metabolite_100003442_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100004177_log,bedtime_int_log1p_resid ~ metabolite_100004177_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100006381_log,bedtime_int_log1p_resid ~ metabolite_100006381_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100008943_log,bedtime_int_log1p_resid ~ metabolite_100008943_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100009253_log,bedtime_int_log1p_resid ~ metabolite_100009253_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100009327_log,bedtime_int_log1p_resid ~ metabolite_100009327_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_100020243_log,bedtime_int_log1p_resid ~ metabolite_100020243_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_log1p_resid,metabolite_999946359_log,bedtime_int_log1p_resid ~ metabolite_999946359_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100001317_log,bedtime_int_std_log1p_resid ~ metabolite_100001317_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100001538_log,bedtime_int_std_log1p_resid ~ metabolite_100001538_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100002394_log,bedtime_int_std_log1p_resid ~ metabolite_100002394_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100002719_log,bedtime_int_std_log1p_resid ~ metabolite_100002719_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100002726_log,bedtime_int_std_log1p_resid ~ metabolite_100002726_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100002804_log,bedtime_int_std_log1p_resid ~ metabolite_100002804_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100003442_log,bedtime_int_std_log1p_resid ~ metabolite_100003442_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100004177_log,bedtime_int_std_log1p_resid ~ metabolite_100004177_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100006381_log,bedtime_int_std_log1p_resid ~ metabolite_100006381_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100008943_log,bedtime_int_std_log1p_resid ~ metabolite_100008943_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100009253_log,bedtime_int_std_log1p_resid ~ metabolite_100009253_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100009327_log,bedtime_int_std_log1p_resid ~ metabolite_100009327_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_100020243_log,bedtime_int_std_log1p_resid ~ metabolite_100020243_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
bedtime_int_std_log1p_resid,metabolite_999946359_log,bedtime_int_std_log1p_resid ~ metabolite_999946359_log + age + BMI_CALC + PC1 + PC2 + PC3 + C(sex) + fitbit_dip_minus_metabolite_dip,Independent variable has only one unique value,linear
